accuracy,f1_score,precision,recall,roc_auc,label,training_time_sec,used_smote
0.15790271253220184,0.1605886185349349,0.22543437270073913,0.15790271253220184,0.65891831794866,incident_category,459.22946214675903,True
0.4055838330897546,0.4090631745992256,0.48684746013934327,0.4055838330897546,0.5949784067379705,crime_type_super,108.30834698677063,True
0.6908083606144548,0.7356407823435737,0.8051276793326101,0.6908083606144548,0.5873011477984955,crime_type_violent,67.56501293182373,True
0.665776882397381,0.5949531703285625,0.6586379616941742,0.665776882397381,0.6447393149374807,crime_type_occupation,35.63280487060547,False
