accuracy,f1_score,precision,model,label,runtime
0.5489919354838709,0.5036289895604209,0.5008188292054191,baseline,crime_type_super,44.220561027526855
0.8758877751473328,0.8182797432744342,0.8381793844015546,baseline,crime_type_violent,85.8370201587677
0.41312632321806636,0.4049346162404599,0.40448799645774103,correlation_enhanced,crime_type_super,121.5344648361206
0.8755586920724535,0.8585330401951174,0.8446654525876809,correlation_enhanced,crime_type_violent,121.53450179100037
